Error: 0.000
Loss: 1000.000
Speed: 20.000
No loss
0.010	1.0000000000
0.025	1.0000000000
0.050	0.9243260000
0.075	0.8540560000
0.100	0.7886480000
0.250	0.5312910000
0.500	0.2609140000
0.750	0.1379520000
1.000	0.0676330000
1.250	0.0364810000
1.500	0.0176860000
1.750	0.0086500000
2.000	0.0046260000
2.250	0.0022970000
2.500	0.0012090000
2.750	0.0006180000
3.000	0.0003230000
3.250	0.0001410000
3.500	0.0000690000
3.750	0.0000460000
4.000	0.0000190000
4.250	0.0000110000
4.500	0.0000040000
4.750	0.0000060000
5.000	0.0000010000
5.250	0.0000000000
5.500	0.0000000000
5.750	0.0000000000
6.000	0.0000000000
6.250	0.0000000000
6.500	0.0000000000
6.750	0.0000000000
7.000	0.0000000000
7.250	0.0000000000
7.500	0.0000000000
7.750	0.0000000000
8.000	0.0000000000
8.250	0.0000000000
8.500	0.0000000000
8.750	0.0000000000
9.000	0.0000000000
9.250	0.0000000000
9.500	0.0000000000
9.750	0.0000000000
10.000	0.0000000000
10.250	0.0000000000
10.500	0.0000000000
10.750	0.0000000000
11.000	0.0000000000
11.250	0.0000000000
11.500	0.0000000000
11.750	0.0000000000
12.000	0.0000000000
12.250	0.0000000000
12.500	0.0000000000
12.750	0.0000000000
13.000	0.0000000000
13.250	0.0000000000
13.500	0.0000000000
13.750	0.0000000000
14.000	0.0000000000
14.250	0.0000000000
14.500	0.0000000000
14.750	0.0000000000
15.000	0.0000000000
15.250	0.0000000000
15.500	0.0000000000
15.750	0.0000000000
16.000	0.0000000000
